2025-06-05 01:55:27,814 - Script started.
2025-06-05 01:55:27,871 - Using device: cuda
2025-06-05 01:55:27,895 - Loaded training dataset with 1356 samples.
2025-06-05 01:55:27,895 - Loaded validation dataset with 290 samples.
2025-06-05 01:55:32,585 - Encoder initialized.
2025-06-05 01:55:32,586 - Encoder has 303,362,048 parameters.
2025-06-05 01:55:38,918 - Loaded checkpoint from /data/Prithvi_EO_V2_300M.pt.
2025-06-05 01:55:38,923 - Classifier initialized.
2025-06-05 01:55:38,923 - Classifier has 525,826 parameters.
2025-06-05 01:55:38,924 - Training started.
2025-06-05 01:55:38,924 - Training Parameters - Batch Size: 64, Epochs: 300, Encoder embed_dim: 1024, Classifier input_dim: 1024
2025-06-05 02:47:14,954 - Epoch 87: Training Loss: 0.332751, Validation Loss: 0.363940, Training Accuracy: 84.22, Validation Accuracy: 84.83, Learning Rate: 0.000044700269, Time: 36.07s
2025-06-05 02:47:53,931 - Epoch 88: Training Loss: 0.330206, Validation Loss: 0.363591, Training Accuracy: 84.88, Validation Accuracy: 84.48, Learning Rate: 0.000044519851, Time: 38.98s
2025-06-05 02:48:30,162 - Epoch 89: Training Loss: 0.330300, Validation Loss: 0.365648, Training Accuracy: 83.85, Validation Accuracy: 83.45, Learning Rate: 0.000044336790, Time: 36.23s
2025-06-05 02:49:09,658 - Epoch 90: Training Loss: 0.328958, Validation Loss: 0.378404, Training Accuracy: 85.77, Validation Accuracy: 85.86, Learning Rate: 0.000044151111, Time: 39.50s
2025-06-05 02:49:48,563 - Epoch 91: Training Loss: 0.326867, Validation Loss: 0.379993, Training Accuracy: 84.66, Validation Accuracy: 83.45, Learning Rate: 0.000043962840, Time: 38.91s
2025-06-05 02:50:25,175 - Epoch 92: Training Loss: 0.323140, Validation Loss: 0.377069, Training Accuracy: 85.62, Validation Accuracy: 86.21, Learning Rate: 0.000043772001, Time: 36.61s
2025-06-05 02:51:03,319 - Epoch 93: Training Loss: 0.322055, Validation Loss: 0.363155, Training Accuracy: 85.91, Validation Accuracy: 85.17, Learning Rate: 0.000043578621, Time: 38.14s
2025-06-05 02:51:44,621 - Epoch 94: Training Loss: 0.326372, Validation Loss: 0.424559, Training Accuracy: 83.41, Validation Accuracy: 75.17, Learning Rate: 0.000043382725, Time: 41.30s
2025-06-05 02:52:22,248 - Epoch 95: Training Loss: 0.326082, Validation Loss: 0.381430, Training Accuracy: 84.22, Validation Accuracy: 83.79, Learning Rate: 0.000043184341, Time: 37.63s
2025-06-05 02:52:59,774 - Epoch 96: Training Loss: 0.319574, Validation Loss: 0.355781, Training Accuracy: 86.43, Validation Accuracy: 84.14, Learning Rate: 0.000042983495, Time: 37.53s
2025-06-05 02:53:37,650 - Epoch 97: Training Loss: 0.321037, Validation Loss: 0.356473, Training Accuracy: 85.47, Validation Accuracy: 84.48, Learning Rate: 0.000042780214, Time: 37.88s
2025-06-05 02:54:16,003 - Epoch 98: Training Loss: 0.320520, Validation Loss: 0.365598, Training Accuracy: 85.99, Validation Accuracy: 85.86, Learning Rate: 0.000042574526, Time: 38.35s
2025-06-05 02:54:53,843 - Epoch 99: Training Loss: 0.321777, Validation Loss: 0.373031, Training Accuracy: 85.55, Validation Accuracy: 84.48, Learning Rate: 0.000042366459, Time: 37.84s
2025-06-05 02:55:30,321 - Epoch 100: Training Loss: 0.318262, Validation Loss: 0.362933, Training Accuracy: 85.69, Validation Accuracy: 85.52, Learning Rate: 0.000042156041, Time: 36.48s
2025-06-05 02:56:06,185 - Epoch 101: Training Loss: 0.315620, Validation Loss: 0.350024, Training Accuracy: 85.77, Validation Accuracy: 83.79, Learning Rate: 0.000041943300, Time: 35.86s
2025-06-05 02:56:42,257 - Epoch 102: Training Loss: 0.318575, Validation Loss: 0.349726, Training Accuracy: 86.21, Validation Accuracy: 84.83, Learning Rate: 0.000041728265, Time: 36.07s
2025-06-05 02:57:17,170 - Epoch 103: Training Loss: 0.319530, Validation Loss: 0.348704, Training Accuracy: 86.43, Validation Accuracy: 83.45, Learning Rate: 0.000041510966, Time: 34.91s
2025-06-05 02:57:53,315 - Epoch 104: Training Loss: 0.317307, Validation Loss: 0.363821, Training Accuracy: 85.77, Validation Accuracy: 85.52, Learning Rate: 0.000041291431, Time: 36.14s
2025-06-05 02:58:30,729 - Epoch 105: Training Loss: 0.323656, Validation Loss: 0.398097, Training Accuracy: 84.07, Validation Accuracy: 83.45, Learning Rate: 0.000041069690, Time: 37.41s
2025-06-05 02:59:07,968 - Epoch 106: Training Loss: 0.316538, Validation Loss: 0.373417, Training Accuracy: 85.77, Validation Accuracy: 83.79, Learning Rate: 0.000040845774, Time: 37.24s
2025-06-05 02:59:46,508 - Epoch 107: Training Loss: 0.316450, Validation Loss: 0.350908, Training Accuracy: 84.73, Validation Accuracy: 83.79, Learning Rate: 0.000040619713, Time: 38.54s
2025-06-05 03:00:23,352 - Epoch 108: Training Loss: 0.313133, Validation Loss: 0.350826, Training Accuracy: 86.14, Validation Accuracy: 86.90, Learning Rate: 0.000040391537, Time: 36.84s
2025-06-05 03:01:01,823 - Epoch 109: Training Loss: 0.312193, Validation Loss: 0.364044, Training Accuracy: 86.43, Validation Accuracy: 83.79, Learning Rate: 0.000040161277, Time: 38.47s
2025-06-05 03:01:37,019 - Epoch 110: Training Loss: 0.311768, Validation Loss: 0.341458, Training Accuracy: 86.14, Validation Accuracy: 84.14, Learning Rate: 0.000039928965, Time: 35.20s
2025-06-05 03:02:15,342 - Epoch 111: Training Loss: 0.324410, Validation Loss: 0.342144, Training Accuracy: 84.14, Validation Accuracy: 84.14, Learning Rate: 0.000039694631, Time: 38.32s
2025-06-05 03:02:52,416 - Epoch 112: Training Loss: 0.312534, Validation Loss: 0.346753, Training Accuracy: 86.21, Validation Accuracy: 86.55, Learning Rate: 0.000039458308, Time: 37.07s
